"ID","event_type","event_item","answer","event_comp","item_id","mean_event_item","sd_event_item"
2461,"indiff","Eine zufällig ausgewählte Person in Deutschland schaut NICHT täglich YouTube-Videos.",20,"neg","97",48.7333333333333,25.0185385809658
2461,"indiff","Eine zufällig ausgewählte Person in Deutschland ist NICHT Fan eines Fußballvereins.",60,"neg","80",54.2444444444444,20.0761680918577
2461,"indiff","An einem zufällig ausgewählten Tag im Jahr wird die Sonnenscheindauer für ganz Deutschland über 4 Stunden liegen.",50,"pos","91",63.4222222222222,26.8298416700584
2461,"indiff","Eine zufällig ausgewählte Person in Deutschland, die über 20 Jahre alt ist, hat KEINEN Führerschein.",70,"neg","77",74.7333333333333,13.1691788934342
2461,"indiff","In einem zufällig ausgewählten Jahr wird die Blumenblüte im Rheintal NICHT vor März beginnen.",60,"neg","85",39.6,29.4459443109512
2461,"indiff","Eine zufällig ausgewählte Person in Deutschland ist schon einmal im Mittelmeer geschwommen.",80,"pos","83",39.8444444444444,24.6926153439698
2461,"indiff","Eine zufällig ausgewählte Person in Deutschland isst NICHT täglich Früchte.",50,"neg","93",60.6666666666667,24.2702586419151
2461,"indiff","Ein(e) zufällig ausgewählte(r) Student(in) in Deutschland hat ein bisschen Erfahrung mit dem Programmieren am Computer.",80,"pos","75",39.3777777777778,22.1033614153727
2461,"indiff","Ein zufällig ausgewählter Haushalt in Deutschland besitzt KEINE Haustiere.",50,"neg","94",52.2888888888889,17.6488761195388
2458,"indiff","Eine zufällig ausgewählte deutsche Person ist NICHT Mitglied der christlichen Kirche.",10,"neg","43",47.9285714285714,19.9943807437
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland wird irgendwann an einer Herzerkrankung sterben.",5,"pos","28",38.0238095238095,22.9915022427302
2458,"indiff","Ein zufällig ausgewähltes Ehepaar in Deutschland hat Kinder.",60,"pos","31",62.6666666666667,15.8093314010933
2458,"indiff","In einem zufällig ausgewählten Jahr werden die Osterglocken in Deutschland im Februar blühen.",60,"pos","37",39.9761904761905,32.2887038279591
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland wohnt NICHT in Bayern, Baden-Württemberg oder Nordrhein-Westfalen.",40,"neg","34",43.8333333333333,14.7150440137025
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland nutzt soziale Medien NICHT täglich.",45,"neg","40",72.7857142857143,19.7836292439663
2458,"indiff","An einem zufällig ausgewählten Tag im Jahr wird die Temperatur in Deutschland über 10°C liegen.",80,"pos","45",66.5,14.2148153561612
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland geht täglich NICHT mehr als 1000 Schritte.",87,"neg","38",77.1904761904762,17.6223778125346
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland im Alter von 20 bis 25 Jahren studiert.",72,"pos","48",44.0476190476191,17.2272506490301
2458,"indiff","An einem zufällig ausgewählten Tag im Jahr wird die Sonnenscheindauer in ganz Deutschland bei über 6 Stunden liegen.",98,"pos","44",59.2857142857143,25.5144968015896
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland isst täglich NICHT mehr als vier Gemüsesorten.",33,"neg","39",22.8648648648649,20.6903619441214
2458,"indiff","An einem zufällig ausgewählten Tag im Dezember wird die Durchschnittstemperatur in Deutschland über 5 °C liegen.",32,"pos","27",53.6190476190476,25.8861978300259
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland nutzt monatlich Facebook.",45,"pos","47",57.2619047619048,22.800363201867
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland, die über 20 Jahre alt ist, besitzt ein Auto.",17,"pos","29",55.9761904761905,19.4127040315483
2458,"indiff","In einer zufällig ausgewählten deutschen Stadt gibt es NICHT mehr Bäume als Häuser.",85,"neg","33",57.1666666666667,33.2205612694444
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland wohnt NICHT in einer Wohnung.",97,"neg","36",70.3095238095238,16.7134940301106
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland geht NICHT täglich joggen.",10,"neg","42",19.5,19.2103249677316
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland war noch NICHT in Asien.",24,"neg","41",28.1428571428571,17.1073674452244
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland über 20 Jahre ist verheiratet.",45,"pos","30",44.8095238095238,20.2908583227775
2458,"indiff","Ein zufällig ausgewähltes deutsches Schulkind lernt in der Schule KEINE andere erste Fremdsprache als Englisch.",90,"neg","35",38.3095238095238,36.8685787928791
2458,"indiff","An einem zufällig ausgewählten Tag in Hamburg wird es Regen geben.",33,"pos","46",51.2619047619048,18.3450126455753
2458,"indiff","Ein zufällig ausgewählter Zug in Deutschland fährt NICHT pünktlich ab.",10,"neg","32",41.0714285714286,27.4691781662452
2458,"indiff","Ein zufällig ausgewähltes Ehepaar in Deutschland hat KEINE Kinder.",83,"neg","31",64.5952380952381,14.6271707145524
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland wird NICHT irgendwann an einer Herzerkrankung sterben.",20,"neg","28",36.8095238095238,22.2022170890691
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland nutzt täglich soziale Medien.",56,"pos","40",73.2142857142857,18.4212704658206
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland wohnt in Bayern, Baden-Württemberg oder Nordrhein-Westfalen.",40,"pos","34",42.2142857142857,17.2294921775676
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland isst täglich mehr als vier Gemüsesorten.",45,"pos","39",20.3243243243243,16.8410035396392
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland, die über 20 Jahre alt ist, besitzt KEIN Auto.",15,"neg","29",56.5,19.3520024803636
2458,"indiff","An einem zufällig ausgewählten Tag im Jahr wird die Sonnenscheindauer für ganz Deutschland NICHT bei über 6 Stunden liegen.",95,"neg","44",62.7142857142857,25.2792074149118
2458,"indiff","In einem zufällig ausgewählten Jahr werden die Osterglocken in Deutschland NICHT im Februar blühen.",20,"neg","37",46.0952380952381,30.4164665960041
2458,"indiff","Ein zufällig ausgewähltes deutsches Schulkind lernt in der Schule eine andere erste Fremdsprache als Englisch.",90,"pos","35",22.3571428571429,27.997231072647
2458,"indiff","An einem zufällig ausgewählten Tag in Hamburg wird es KEINEN Regen geben.",34,"neg","46",49.7619047619048,15.2312411995383
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland im Alter von 20 bis 25 Jahren studiert NICHT.",75,"neg","48",44.5476190476191,15.1145260141304
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland geht täglich mehr als 1000 Schritte.",70,"pos","38",75.2857142857143,17.616906672196
2458,"indiff","In einer zufällig ausgewählten deutschen Stadt gibt es mehr Bäume als Häuser.",84,"pos","33",47.2380952380952,31.5160118219524
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland nutzt Facebook NICHT monatlich.",45,"neg","47",57.2142857142857,23.2825022901746
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland wohnt in einer Wohnung.",93,"pos","36",69.8095238095238,18.1245529401392
2458,"indiff","Ein zufällig ausgewählter Zug in Deutschland fährt pünktlich ab.",4,"pos","32",43.3809523809524,28.6083327285928
2458,"indiff","Eine zufällig ausgewählte deutsche Person ist Mitglied der christlichen Kirche.",6,"pos","43",43.3571428571429,19.2668316386927
2458,"indiff","An einem zufällig ausgewählten Tag im Dezember wird die Durchschnittstemperatur in Deutschland NICHT über 5 °C liegen.",15,"neg","27",57.1666666666667,28.4484271644336
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland geht täglich joggen.",12,"pos","42",17.0238095238095,13.009355161534
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland war schon in Asien.",33,"pos","41",25.1428571428571,17.0001024797075
2458,"indiff","An einem zufällig ausgewählten Tag im Jahr wird die Temperatur in Deutschland NICHT über 10°C liegen.",55,"neg","45",66.4285714285714,17.8628144303417
2458,"indiff","Eine zufällig ausgewählte Person in Deutschland über 20 Jahre ist NICHT verheiratet.",25,"neg","30",41.8571428571429,20.7981840536695
2457,"indiff","Eine zufällig ausgewählte deutsche Person kann sich fließend auf Englisch unterhalten.",25,"pos","17",42.9210526315789,18.386807225375
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland über 30 Jahre ist verheiratet.",47,"pos","3",49.8421052631579,18.2305450776014
2457,"indiff","Ein zufällig ausgewähltes Ehepaar in Deutschland hat NICHT zwei oder mehr Kinder.",57,"neg","4",44.9210526315789,20.2476312647923
2457,"indiff","An einem zufällig ausgewählten Tag in Hamburg wird es länger als 2 Stunden am Stück regnen.",47,"pos","22",33.5526315789474,22.7283575326258
2457,"indiff","Ein zufällig ausgewählte deutsche Hochschulstudent studiert NICHT in den Bereichen Technik und Ingenieurwesen.",30,"neg","7",28.3157894736842,16.2482519029103
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland nutzt täglich Facebook.",30,"pos","25",40.8684210526316,19.9664191766286
2457,"indiff","Die Anzahl der Katzen ist NICHT größer als die Anzahl der Hunde in einer zufällig ausgewählten deutschen Stadt.",85,"neg","18",55.2894736842105,24.4273969968114
2457,"indiff","In einem zufällig ausgewählten Jahr wird den ganzen Mai über KEIN Schnee auf dem Gipfel der Zugspitze in Deutschland sein.",80,"neg","16",71.5789473684211,25.2892794068173
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland isst täglich mehr als drei Gemüsesorten.",25,"pos","10",34.0526315789474,22.8685401375505
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland im Alter von 20 bis 25 Jahren studiert NICHT an einer Universität oder Hochschule.",40,"neg","26",45.0789473684211,15.7297816670942
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland war noch NICHT in Japan.",3,"neg","13",9.63157894736842,8.1054571294519
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland liest monatlich Bücher.",50,"pos","14",46.1578947368421,24.1420641270158
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland liest täglich Bücher.",20,"pos","23",25.6052631578947,19.6187162068406
2457,"indiff","An einem zufällig ausgewählten Tag im Oktober wird die Durchschnittstemperatur in Deutschland NICHT über 10 °C liegen.",40,"neg","1",61.3157894736842,22.5113848231774
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland geht täglich im Durchschnitt mehr als 2000 Schritte.",80,"pos","11",60.1315789473684,23.0934307409161
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland nutzt Twitter NICHT monatlich.",30,"neg","15",43.3421052631579,24.922882480238
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland hat KEIN Twitter-Konto.",30,"neg","24",38.7894736842105,21.0085669716426
2457,"indiff","Ein zufällig ausgewähltes Gebäude in Deutschland hat mehr als 4 Stockwerke.",5,"pos","9",30.6052631578947,23.3996297888065
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland besucht an Weihnachten die Kirche.",60,"pos","21",41,20.9697336590079
2457,"indiff","In einem zufällig ausgewählten Jahr werden die Weinreben im Rheintal vor Mai blühen.",70,"pos","19",40.8157894736842,20.6356491108167
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland hat einen Führerschein.",70,"pos","2",67.9736842105263,15.1327224504531
2457,"indiff","Ein zufällig ausgewähltes Auto auf der Straße in Deutschland ist NICHT von einer deutschen Automarke.",46,"neg","5",60.7631578947368,17.8529037845938
2457,"indiff","An einem zufällig ausgewählten Tag im Dezember wird die Durchschnittstemperatur in Deutschland NICHT über 0 °C liegen.",73,"neg","12",63.7105263157895,24.8714618776565
2457,"indiff","In einem zufällig ausgewählten Jahr wird die Höchsttemperatur in Deutschland NICHT 36°C oder mehr erreichen.",40,"neg","8",56.6578947368421,32.9210983986319
2457,"indiff","In einem zufällig ausgewählten Jahr wird die niedrigste Temperatur in Deutschland NICHT unter -15°C liegen.",40,"neg","20",34.4210526315789,31.7061095476219
2457,"indiff","Ein zufällig ausgewählter Pendler fährt mit dem Auto zur Arbeit.",50,"pos","6",60.3684210526316,19.3102984043896
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland liest NICHT täglich Bücher.",20,"neg","23",25.4210526315789,16.3783502105303
2457,"indiff","Ein zufällig ausgewähltes Gebäude in Deutschland hat NICHT mehr als 4 Stockwerke.",15,"neg","9",26.1578947368421,14.4606199930437
2457,"indiff","In einem zufällig ausgewählten Jahr werden die Weinreben im Rheintal NICHT vor Mai blühen.",90,"neg","19",55.3421052631579,23.385461313677
2457,"indiff","In einem zufällig ausgewählten Jahr wird den ganzen Mai über Schnee auf dem Gipfel der Zugspitze in Deutschland sein.",5,"pos","16",53.4736842105263,31.2000838894448
2457,"indiff","In einem zufällig ausgewählten Jahr wird die niedrigste Temperatur in Deutschland unter -15°C liegen.",20,"pos","20",30.7105263157895,30.0979552998043
2457,"indiff","Die Anzahl der Katzen ist größer als die Anzahl der Hunde in einer zufällig ausgewählten deutschen Stadt.",90,"pos","18",51.6842105263158,24.1169507094502
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland besucht an Weihnachten NICHT die Kirche.",60,"neg","21",41.8947368421053,22.6235819011266
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland geht täglich im Durchschnitt NICHT mehr als 2000 Schritte.",50,"neg","11",62.7631578947368,24.8970140514299
2457,"indiff","Eine zufällig ausgewählte deutsche Person kann sich NICHT fließend auf Englisch unterhalten.",35,"neg","17",44.8421052631579,20.5643700211555
2457,"indiff","Ein zufällig ausgewähltes Ehepaar in Deutschland hat zwei oder mehr Kinder.",35,"pos","4",43.3157894736842,17.3891940088897
2457,"indiff","An einem zufällig ausgewählten Tag im Dezember wird die Durchschnittstemperatur in Deutschland über 0 °C liegen.",67,"pos","12",64.3947368421053,22.1866035470935
2457,"indiff","An einem zufällig ausgewählten Tag in Hamburg wird es NICHT länger als 2 Stunden am Stück regnen.",40,"neg","22",35.2368421052632,22.1840388330747
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland über 30 Jahre ist NICHT verheiratet.",40,"neg","3",51.5,14.9354466812201
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland hat KEINEN Führerschein.",70,"neg","2",70.5263157894737,13.0668485873867
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland im Alter von 20 bis 25 Jahren studiert an einer Universität oder Hochschule.",40,"pos","26",44.3421052631579,15.3293153454938
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland war schon einmal in Japan.",3,"pos","13",8.71052631578947,8.13038310568664
2457,"indiff","Ein zufällig ausgewählter Pendler fährt NICHT mit dem Auto zur Arbeit.",50,"neg","6",61.1842105263158,19.8165304503492
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland isst täglich NICHT mehr als drei Gemüsesorten.",10,"neg","10",33.3684210526316,24.4025043604374
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland nutzt Facebook NICHT täglich.",30,"neg","25",42.7368421052632,20.5566905141201
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland nutzt monatlich Twitter.",15,"pos","15",40.1052631578947,22.2380116183909
2457,"indiff","In einem zufällig ausgewählten Jahr wird die Höchsttemperatur in Deutschland 36°C oder mehr erreichen.",40,"pos","8",58.8947368421053,28.2592146881993
2457,"indiff","Ein zufällig ausgewählte deutsche Hochschulstudent studiert in den Bereichen Technik und Ingenieurwesen.",30,"pos","7",26.2631578947368,16.1239861789422
2457,"indiff","An einem zufällig ausgewählten Tag im Oktober wird die Durchschnittstemperatur in Deutschland über 10 °C liegen.",57,"pos","1",59.5263157894737,23.9512306766189
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland liest NICHT monatlich Bücher.",90,"neg","14",54.3684210526316,23.8943859205594
2457,"indiff","Eine zufällig ausgewählte Person in Deutschland hat ein Twitter-Konto.",25,"pos","24",37.3421052631579,18.7707021795389
2457,"indiff","Ein zufällig ausgewähltes Auto auf der Straße in Deutschland ist von einer deutschen Automarke.",40,"pos","5",59.6315789473684,18.5856978617192
2456,"indiff","Eine zufällig ausgewählte über 18-jährige Person in Deutschland hat einen Bürojob.",10,"pos","55",41.65625,17.9400603713876
2456,"indiff","In einem zufällig ausgewählten Haushalt in Deutschland gibt es NICHT mehr als zwei Haushaltsmitglieder.",15,"neg","63",53.4375,21.1857187137787
2456,"indiff","An einem zufällig ausgewählten Tag im Jahr wird die Sonnenscheindauer in ganz Deutschland über 5 Stunden liegen.",70,"pos","66",61.28125,21.4885331386675
2456,"indiff","An einem zufällig ausgewählten Tag im Dezember wird die Durchschnittstemperatur in Deutschland über 3 °C liegen.",66,"pos","49",59.625,26.8721585144515
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland liest NICHT wöchentlich Bücher.",25,"neg","72",32.8125,17.49181836395
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland geht täglich NICHT mehr als 800 Meter.",75,"neg","64",72.28125,26.8727399649869
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland hat mehr als ein Geschwisterkind.",15,"pos","57",36.34375,17.7448027375214
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland im Alter von 18 bis 25 Jahren studiert.",10,"pos","62",41.0625,18.5506064590891
2456,"indiff","In einem zufällig ausgewählten Jahr wird die Kirschblüte in Deutschland vor Mitte März beginnen.",3,"pos","60",32.40625,24.1137885531722
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland nutzt Twitter NICHT regelmäßig im Alltag.",1,"neg","73",26.21875,17.8284556438622
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland besitzt KEIN Auto.",60,"neg","52",65.1875,18.5479978921298
2456,"indiff","In einem zufällig ausgewählten Jahr werden in Deutschland im April mehr Blumenarten blühen als im März.",50,"pos","59",58.75,25.9441086606102
2456,"indiff","An einem zufällig ausgewählten Tag im Jahr wird die Temperatur in Deutschland über 12°C liegen.",50,"pos","69",60.375,17.6539312993616
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland wird irgendwann an einer Herz-Kreislauf-Erkrankung sterben.",40,"pos","51",39.9375,18.6009668496542
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland isst täglich mehr als vier Gemüsesorten.",10,"pos","39",20.3243243243243,16.8410035396392
2456,"indiff","Ein zufällig ausgewählter Pendler fährt NICHT mit dem Fahrrad zur Arbeit.",15,"neg","61",20.46875,13.5622444973703
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland besitzt KEINE Hunde.",20,"neg","70",28.75,11.129733498244
2456,"indiff","In einem zufällig ausgewählten Jahr wird es in Deutschland im Juni KEINE größere Vielfalt an Früchten auf dem Markt geben als im Juli.",50,"neg","65",52.5625,22.0570192177954
2456,"indiff","Ein zufällig ausgewähltes Ehepaar in Deutschland hat nur ein Kind.",60,"pos","53",47.4375,15.3390446352627
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland noch NIE Geld an eine wohltätige Organisation gespendet.",95,"neg","54",60.125,27.4434903263109
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland kann NICHT Ski fahren.",20,"neg","58",34.75,19.6862486801517
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland isst täglich Gemüse.",75,"pos","68",67.5625,18.891775817757
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland nutzt Facebook NICHT regelmäßig im Alltag.",50,"neg","50",36.3125,17.8658757448112
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland liest im Alltag regemäßig Zeitung.",33,"pos","71",35.3125,17.3082816276841
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland lebt NICHT in einer Großstadt.",50,"neg","56",51.09375,17.2053243353292
2456,"indiff","Ein zufällig ausgewählter Baum in Deutschland ist KEIN Laubbaum.",67,"neg","67",56.53125,17.6232697617887
2456,"indiff","In einem zufällig ausgewählten Jahr wird die Kirschblüte in Deutschland NICHT vor Mitte März beginnen.",95,"neg","60",40.46875,29.4804302229298
2456,"indiff","In einem zufällig ausgewählten Jahr wird es in Deutschland im Juni eine größere Vielfalt an Früchten auf dem Markt geben als im Juli.",50,"pos","65",42.625,18.6940563264232
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland hat NICHT mehr als ein Geschwisterkind.",75,"neg","57",48.8125,18.5705932991887
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland isst NICHT täglich Gemüse.",85,"neg","68",65.71875,21.6857830267637
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland liest wöchentlich Bücher.",25,"pos","72",32.625,20.515533060932
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland nutzt Facebook regelmäßig im Alltag.",50,"pos","50",40.125,20.2034011828414
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland kann Ski fahren.",15,"pos","58",34.53125,19.0059148263665
2456,"indiff","In einem zufällig ausgewählten Haushalt in Deutschland gibt es mehr als zwei Haushaltsmitglieder.",33,"pos","63",49.8125,18.6935170753168
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland nutzt Twitter regelmäßig im Alltag.",15,"pos","73",26.125,18.0728811277578
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland besitzt ein Auto.",33,"pos","52",61.0625,16.7619721297173
2456,"indiff","Ein zufällig ausgewählter Baum in Deutschland ist ein Laubbaum.",90,"pos","67",54.09375,21.8401219643883
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland schon einmal Geld an eine wohltätige Organisation gespendet.",50,"pos","54",59.125,25.1328727033457
2456,"indiff","Eine zufällig ausgewählte Person in Deutschland isst täglich NICHT mehr als vier Gemüsesorten.",5,"neg","39",22.8648648648649,20.6903619441214
2456,"indiff","An einem zufällig ausgewählten Tag im Jahr wird die Temperatur in Deutschland NICHT über 12°C liegen.",50,"neg","69",64.3125,15.2176415026516
2456,"indiff","In einem zufällig ausgewählten Jahr werden in Deutschland im April NICHT mehr Blumenarten blühen als im März.",50,"neg","59",64.4375,23.7499575551403
